,P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),S. Name,S. Constellation,S. Type,P. Disc. Method,P. Disc. Year
2123,Kepler-409 b,2.0,4.0,5.0,2.0,1,6.167555,6.167556,6.167558,Kepler-409,Cyg,G,Primary Transit,2013
2124,Kepler-410 A b,2.0,3.0,1.0,1.0,1,140.8977,195.6952,279.9341,Kepler-410 A,Lyr,F,Primary Transit,2013
2125,Kepler-411 b,2.0,2.0,2.0,1.0,1,237.3559,237.3559,237.3559,Kepler-411,Cyg,K,Primary Transit,2013
2126,Kepler-411 c,2.0,3.0,1.0,1.0,1,65.14577,65.14577,65.1458,Kepler-411,Cyg,K,Transit,2016
2127,Kepler-412 b,2.0,1.0,1.0,1.0,1,1841.347,1855.374,1869.542,Kepler-412,Lyr,G3V,Primary Transit,2014
2128,Kepler-413(AB) b,2.0,3.0,4.0,2.0,1,1.671134,2.103664,2.685886,Kepler-413(AB),Cyg,K,Primary Transit,2013
2129,Kepler-418 b,2.0,1.0,1.0,2.0,1,5.905736,8.678175,13.28568,Kepler-418,Cyg,G,Primary Transit,2014
2130,Kepler-419 b,2.0,1.0,1.0,2.0,1,5.832262,33.2218,574.7092,Kepler-419,Cyg,F,Primary Transit,2012
2131,Kepler-419 c,3.0,1.0,1.0,2.0,1,0.6741899,0.9541836,1.395892,Kepler-419,Cyg,F,TTV,2014
2132,Kepler-420 A b,2.0,1.0,1.0,2.0,1,2.322413,11.46754,140.2189,Kepler-420 A,Cyg,G5V,Primary Transit,2014
2133,Kepler-421 b,1.0,3.0,1.0,1.0,1,0.2534624,0.2748927,0.2986487,Kepler-421,Lyr,G9/K0,Primary Transit,2014
2134,Kepler-422 b,2.0,1.0,1.0,1.0,1,260.9665,260.9665,260.9665,Kepler-422,Lyr,G,Primary Transit,2014
2135,Kepler-423 b,2.0,1.0,1.0,1.0,1,740.5527,769.0854,799.021,Kepler-423,Cyg,G,Primary Transit,2014
2136,Kepler-424 b,2.0,1.0,1.0,2.0,1,363.924,363.924,363.9241,Kepler-424,Cyg,G,Primary Transit,2014
2137,Kepler-424 c,3.0,1.0,1.0,2.0,1,1.322118,1.322119,1.322119,Kepler-424,Cyg,G,Radial Velocity,2014
2138,Kepler-430 b,2.0,3.0,1.0,1.0,1,47.0964,47.09641,47.09641,Kepler-430,Cyg,G,Primary Transit,2015
2139,Kepler-430 c,2.0,3.0,1.0,1.0,1,10.48014,10.48014,10.48014,Kepler-430,Cyg,G,Primary Transit,2015
2140,Kepler-431 b,2.0,5.0,2.0,3.0,1,268.9305,268.9305,268.9306,Kepler-431,Lyr,F,Primary Transit,2015
2141,Kepler-431 c,2.0,5.0,2.0,3.0,1,193.7898,193.7899,193.7899,Kepler-431,Lyr,F,Primary Transit,2015
2142,Kepler-431 d,2.0,4.0,2.0,3.0,1,127.3108,127.3108,127.3108,Kepler-431,Lyr,F,Primary Transit,2015
2143,Kepler-432 b,2.0,1.0,1.0,2.0,1,47.38654,126.0992,454.9946,Kepler-432,Cyg,K2III,Primary Transit,2014
2144,Kepler-433 b,2.0,1.0,1.0,2.0,1,708.1683,892.9915,1142.348,Kepler-433,Cyg,F,Primary Transit,2012
2145,Kepler-434 b,2.0,1.0,1.0,2.0,1,130.5011,168.3634,221.0289,Kepler-434,Cyg,G,Primary Transit,2015
2146,Kepler-435 b,2.0,1.0,1.0,1.0,1,1194.435,1491.863,1888.081,Kepler-435,Cyg,F,Primary Transit,2012
2147,Kepler-436 b,2.0,3.0,1.0,1.0,1,1.223009,1.763754,2.639269,Kepler-436,Cyg,K,transit,2015
2148,Kepler-436 c,2.0,2.0,2.0,1.0,1,15.40718,15.40718,15.40718,Kepler-436,Cyg,K,Transit,2016
2149,Kepler-437 b,2.0,2.0,2.0,2.0,1,2.004792,2.086162,2.171746,Kepler-437,Cyg,K,transit,2015
2150,Kepler-438 b,3.0,4.0,2.0,1.0,2,1.298292,1.377937,1.46383,Kepler-438,Lyr,M,transit,2015
2151,Kepler-439 b,2.0,2.0,2.0,2.0,1,1.727817,1.833812,1.948121,Kepler-439,Lyr,G,transit,2015
2152,Kepler-440 b,3.0,2.0,2.0,1.0,2,0.7514458,1.43441,3.096766,Kepler-440,Lyr,K,transit,2015
2153,Kepler-441 b,1.0,2.0,2.0,1.0,1,0.179591,0.2183799,0.2682533,Kepler-441,Dra,K,transit,2015
2154,Kepler-442 b,3.0,4.0,2.0,1.0,3,0.6466799,0.6999821,0.7589214,Kepler-442,Lyr,K,transit,2015
2155,Kepler-443 b,3.0,2.0,2.0,2.0,2,0.7188641,0.8910313,1.118071,Kepler-443,Cyg,K,transit,2015
2156,Kepler-444 b,2.0,6.0,2.0,3.0,1,161.5707,189.0479,222.6394,Kepler-444,Lyr,K,Primary Transit,2015
2157,Kepler-444 c,2.0,5.0,2.0,3.0,1,110.0798,139.0742,178.2919,Kepler-444,Lyr,K,Primary Transit,2015
2158,Kepler-444 d,2.0,5.0,2.0,3.0,1,65.63187,92.88903,135.889,Kepler-444,Lyr,K,Primary Transit,2015
2159,Kepler-444 e,2.0,5.0,2.0,3.0,1,65.2686,67.91769,70.70399,Kepler-444,Lyr,K,Primary Transit,2015
2160,Kepler-444 f,2.0,5.0,2.0,3.0,1,20.04099,61.39323,283.5138,Kepler-444,Lyr,K,Primary Transit,2015
2161,Kepler-445 b,2.0,2.0,2.0,1.0,1,7.49546,7.49546,7.495461,Kepler-445,Cyg,M,Primary Transit,2015
2162,Kepler-445 c,2.0,2.0,3.0,1.0,1,3.89979,3.899791,3.899792,Kepler-445,Cyg,M,Primary Transit,2015
2163,Kepler-445 d,2.0,4.0,2.0,1.0,1,1.962549,1.962549,1.962549,Kepler-445,Cyg,M,Primary Transit,2015
2164,Kepler-446 b,2.0,4.0,2.0,1.0,1,25.94266,25.94266,25.94266,Kepler-446,Lyr,M,Primary Transit,2015
2165,Kepler-446 c,2.0,4.0,2.0,1.0,1,10.72544,10.72544,10.72544,Kepler-446,Lyr,M,Primary Transit,2015
2166,Kepler-446 d,2.0,4.0,2.0,1.0,1,5.303507,5.303508,5.303509,Kepler-446,Lyr,M,Primary Transit,2015
2167,Kepler-447 b,2.0,1.0,1.0,2.0,1,146.5379,146.5379,146.5379,Kepler-447,Dra,G,Primary Transit,2015
2168,Kepler-448 b,2.0,1.0,1.0,2.0,1,226.1771,226.1771,226.1771,Kepler-448,Cyg,F,Primary Transit,2015
2169,Kepler-449 b,2.0,2.0,2.0,1.0,1,157.6276,167.2975,177.7258,Kepler-449,Cyg,G,Primary Transit,2015
2170,Kepler-449 c,2.0,3.0,1.0,1.0,1,40.82422,45.06291,49.86874,Kepler-449,Cyg,G,Primary Transit,2015
2171,Kepler-450 b,2.0,1.0,1.0,1.0,1,75.09973,78.14785,81.35383,Kepler-450,Cyg,F,Primary Transit,2015
2172,Kepler-450 c,2.0,3.0,1.0,3.0,1,170.0822,176.9854,184.2462,Kepler-450,Cyg,F,Primary Transit,2015
2173,Kepler-450 d,2.0,5.0,2.0,3.0,1,354.872,465.7214,623.4919,Kepler-450,Cyg,F,Primary Transit,2015
2174,Kepler-452 b,3.0,2.0,2.0,1.0,2,1.109832,1.109832,1.109833,Kepler-452,Cyg,G2,transit,2015
2175,Kepler-453(AB) b,3.0,3.0,1.0,1.0,1,1.061842,1.061842,1.061842,Kepler-453(AB),Lyr,G,Primary Transit,2014
2176,Kepler-454 b,2.0,2.0,3.0,1.0,1,117.1765,117.1765,117.1765,Kepler-454,Lyr,G,Primary Transit,2015
2177,Kepler-454 c,3.0,1.0,1.0,2.0,1,0.6186041,0.6449871,0.672806,Kepler-454,Lyr,G,Radial Velocity,2015
2178,Kepler-455 b,1.0,1.0,1.0,2.0,1,0.2403402,0.2403403,0.2403403,Kepler-455,Cyg,F,Primary Transit,2015
2179,Kepler-456 b,3.0,1.0,1.0,2.0,1,0.5812196,0.5812196,0.5812197,Kepler-456,Lyr,F,Primary Transit,2015
2180,Kepler-457 b,2.0,2.0,2.0,1.0,1,96.5317,96.53171,96.53173,Kepler-457,Lyr,F,Primary Transit,2015
2181,Kepler-457 c,2.0,2.0,2.0,1.0,1,20.05964,20.05965,20.05965,Kepler-457,Lyr,F,Primary Transit,2015
2182,Kepler-458 b,3.0,3.0,1.0,1.0,1,0.7174643,0.7174643,0.7174644,Kepler-458,Cyg,F,Primary Transit,2015
2183,Kepler-458 c,2.0,3.0,1.0,1.0,1,59.8363,59.8363,59.83632,Kepler-458,Cyg,F,Primary Transit,2016
2184,Kepler-459 b,3.0,3.0,1.0,2.0,1,0.4033852,0.4033853,0.4033853,Kepler-459,Cyg,F,Primary Transit,2015
2185,Kepler-460 b,3.0,1.0,1.0,2.0,1,1.659017,1.659017,1.659018,Kepler-460,Lyr,F,Primary Transit,2015
2186,Kepler-460 c,2.0,3.0,1.0,1.0,1,4.187054,4.187055,4.187056,Kepler-460,Lyr,F,Primary Transit,2016
2187,Kepler-461 b,2.0,3.0,1.0,1.0,1,117.6717,117.6717,117.6717,Kepler-461,Cyg,G,Transit,2016
2188,Kepler-462 b,2.0,3.0,1.0,1.0,1,48.09665,48.09666,48.09667,Kepler-462,Cyg,F,Transit,2016
2189,Kepler-462 c,2.0,3.0,1.0,1.0,1,10.13743,26.329,91.20624,Kepler-462,Cyg,A,Primary Transit,2015
2190,Kepler-463 b,2.0,3.0,1.0,1.0,1,114.5904,114.5904,114.5904,Kepler-463,Cyg,G,Transit,2016
2191,Kepler-464 b,2.0,3.0,1.0,1.0,1,460.1493,460.1493,460.1494,Kepler-464,Cyg,G,Transit,2016
2192,Kepler-465 b,2.0,3.0,1.0,1.0,1,251.9667,251.9668,251.9668,Kepler-465,Lyr,F,Transit,2016
2193,Kepler-466 b,2.0,3.0,1.0,1.0,1,16.38981,16.38981,16.38981,Kepler-466,Cyg,G,Transit,2016
2194,Kepler-466 c,2.0,4.0,2.0,3.0,1,540.9921,540.9921,540.9924,Kepler-466,Cyg,G,Transit,2016
2195,Kepler-467 b,2.0,2.0,2.0,1.0,1,66.34797,66.34797,66.34798,Kepler-467,Lyr,G,Transit,2016
2196,Kepler-468 b,2.0,1.0,,,1,12.82092,12.82092,12.82093,Kepler-468,Cyg,G,Transit,2016
2197,Kepler-469 b,2.0,1.0,,,1,55.43056,55.43057,55.43058,Kepler-469,Cyg,G,Transit,2016
2198,Kepler-470 b,2.0,1.0,,,1,137.4218,137.4218,137.4218,Kepler-470,Cyg,F,Transit,2016
2199,Kepler-471 b,2.0,1.0,,,1,1393.755,1393.755,1393.756,Kepler-471,Cyg,F,Transit,2016
2200,Kepler-472 b,2.0,3.0,1.0,1.0,1,147.1932,147.1932,147.1932,Kepler-472,Cyg,K,Transit,2016
2201,Kepler-473 b,2.0,3.0,1.0,1.0,1,130.2963,130.2963,130.2964,Kepler-473,Lyr,G,Transit,2016
2202,Kepler-474 b,2.0,3.0,1.0,1.0,1,305.5044,305.5045,305.5045,Kepler-474,Cyg,G,Transit,2016
2203,Kepler-475 b,2.0,2.0,2.0,1.0,1,224.7086,224.7087,224.7087,Kepler-475,Lyr,K,Transit,2016
2204,Kepler-476 b,2.0,3.0,1.0,1.0,1,93.86175,93.86175,93.86176,Kepler-476,Cyg,G,Transit,2016
2205,Kepler-477 b,2.0,2.0,2.0,1.0,1,48.74936,48.74937,48.74937,Kepler-477,Lyr,K,Transit,2016
2206,Kepler-478 b,2.0,3.0,1.0,1.0,1,39.39157,39.39158,39.39159,Kepler-478,Cyg,K,Transit,2016
2207,Kepler-479 b,2.0,2.0,2.0,1.0,1,44.45404,44.45405,44.45405,Kepler-479,Lyr,K,Transit,2016
2208,Kepler-480 b,2.0,3.0,1.0,3.0,1,692.3414,692.3416,692.3416,Kepler-480,Cyg,F,Transit,2016
2209,Kepler-481 b,2.0,2.0,2.0,1.0,1,144.3141,144.3142,144.3142,Kepler-481,Cyg,G,Transit,2016
2210,Kepler-482 b,2.0,2.0,2.0,2.0,1,3.834709,3.834709,3.83471,Kepler-482,Cyg,K,Transit,2016
2211,Kepler-483 b,2.0,3.0,1.0,1.0,1,73.98299,73.983,73.98301,Kepler-483,Lyr,F,Transit,2016
2212,Kepler-484 b,2.0,2.0,2.0,1.0,1,86.7924,86.7924,86.79241,Kepler-484,Lyr,G,Transit,2016
2213,Kepler-485 b,2.0,1.0,,,1,698.5981,698.5982,698.5983,Kepler-485,Cyg,G,Transit,2016
2214,Kepler-486 b,2.0,1.0,1.0,2.0,1,9.589778,9.589779,9.58978,Kepler-486,Dra,K,Transit,2016
2215,Kepler-487 b,2.0,1.0,1.0,2.0,1,44.46371,44.46371,44.46372,Kepler-487,Cyg,G,Transit,2016
2216,Kepler-487 c,2.0,3.0,1.0,1.0,1,12.98928,12.98928,12.98928,Kepler-487,Cyg,G,Transit,2016
2217,Kepler-488 b,2.0,1.0,,,1,741.3189,741.319,741.3192,Kepler-488,Dra,G,Transit,2016
2218,Kepler-489 b,2.0,1.0,1.0,2.0,1,21.86545,21.86545,21.86545,Kepler-489,Lyr,K,Transit,2016
2219,Kepler-490 b,2.0,1.0,1.0,2.0,1,768.7355,768.7357,768.7357,Kepler-490,Cyg,F,Transit,2016
2220,Kepler-491 b,2.0,1.0,1.0,1.0,1,344.2394,344.2394,344.2395,Kepler-491,Lyr,G,Transit,2016
2221,Kepler-492 b,2.0,1.0,1.0,2.0,1,70.88971,70.88972,70.88973,Kepler-492,Cyg,G,Transit,2016
2222,Kepler-493 b,2.0,1.0,,,1,1815.933,1815.934,1815.934,Kepler-493,Cyg,F,Transit,2016
2223,Kepler-494 b,2.0,1.0,1.0,1.0,1,282.9514,282.9514,282.9514,Kepler-494,Cyg,F,Transit,2016
2224,Kepler-495 b,2.0,3.0,1.0,1.0,1,283.7631,283.7631,283.7632,Kepler-495,Lyr,G,Transit,2016
2225,Kepler-496 b,2.0,2.0,2.0,1.0,1,81.27052,81.27054,81.27055,Kepler-496,Lyr,K,Transit,2016
2226,Kepler-497 b,2.0,3.0,1.0,1.0,1,578.124,578.1241,578.1241,Kepler-497,Lyr,G,Transit,2016
2227,Kepler-498 b,2.0,3.0,1.0,1.0,1,116.5725,116.5725,116.5725,Kepler-498,Cyg,G,Transit,2016
2228,Kepler-499 b,2.0,2.0,2.0,1.0,1,140.7478,140.7479,140.7479,Kepler-499,Cyg,G,Transit,2016
2229,Kepler-500 b,2.0,3.0,1.0,3.0,1,161.295,161.295,161.2951,Kepler-500,Cyg,G,Transit,2016
2230,Kepler-501 b,2.0,3.0,1.0,1.0,1,300.7389,300.7389,300.739,Kepler-501,Cyg,G,Transit,2016
2231,Kepler-502 b,2.0,3.0,1.0,1.0,1,642.2388,642.2388,642.2389,Kepler-502,Cyg,F,Transit,2016
2232,Kepler-503 b,2.0,1.0,1.0,1.0,1,185.2339,185.2339,185.2339,Kepler-503,Lyr,G,Transit,2016
2233,Kepler-504 b,2.0,2.0,2.0,1.0,1,4.045191,4.045191,4.045192,Kepler-504,Lyr,M,Transit,2016
2234,Kepler-505 b,2.0,3.0,1.0,1.0,1,2.818079,2.818079,2.81808,Kepler-505,Lyr,K,Transit,2016
2235,Kepler-506 b,2.0,3.0,1.0,3.0,1,341.3134,341.3134,341.3134,Kepler-506,Lyr,F,Transit,2016
2236,Kepler-507 b,2.0,4.0,2.0,3.0,1,947.2878,947.2878,947.2881,Kepler-507,Cyg,F,Transit,2016
2237,Kepler-508 b,2.0,2.0,2.0,1.0,1,58.81875,58.81877,58.81878,Kepler-508,Cyg,F,Transit,2016
2238,Kepler-509 b,2.0,2.0,2.0,1.0,1,29.4923,29.49231,29.49231,Kepler-509,Cyg,F,Transit,2016
2239,Kepler-510 b,2.0,2.0,2.0,1.0,1,102.6485,102.6486,102.6486,Kepler-510,Lyr,G,Transit,2016
2240,Kepler-511 b,2.0,1.0,1.0,2.0,1,1.890751,1.890751,1.890751,Kepler-511,Lyr,G,Transit,2016
2241,Kepler-512 b,2.0,3.0,1.0,1.0,1,41.18015,41.18016,41.18017,Kepler-512,Cyg,G,Transit,2016
2242,Kepler-513 b,2.0,2.0,2.0,1.0,1,34.35313,34.35314,34.35314,Kepler-513,Dra,G,Transit,2016
2243,Kepler-514 b,2.0,2.0,2.0,1.0,1,569.1599,569.16,569.1601,Kepler-514,Dra,F,Transit,2016
2244,Kepler-515 b,2.0,4.0,2.0,1.0,1,25.10061,25.10061,25.10062,Kepler-515,Cyg,K,Transit,2016
2245,Kepler-516 b,2.0,3.0,1.0,1.0,1,242.7406,242.7406,242.7407,Kepler-516,Cyg,F,Transit,2016
2246,Kepler-517 b,2.0,3.0,1.0,1.0,1,10.18272,10.18272,10.18272,Kepler-517,Cyg,G,Transit,2016
2247,Kepler-518 b,2.0,2.0,2.0,1.0,1,124.9847,124.9847,124.9847,Kepler-518,Lyr,G,Transit,2016
2248,Kepler-519 b,2.0,2.0,2.0,1.0,1,17.62262,17.62262,17.62263,Kepler-519,Cyg,K,Transit,2016
2249,Kepler-520 b,2.0,2.0,2.0,1.0,1,68.65415,68.65417,68.65418,Kepler-520,Cyg,F,Transit,2016
2250,Kepler-520 c,2.0,4.0,2.0,3.0,1,403.6104,403.6104,403.6105,Kepler-520,Cyg,F,Transit,2016
2251,Kepler-521 b,2.0,3.0,1.0,1.0,1,110.8762,110.8762,110.8762,Kepler-521,Cyg,F,Transit,2016
2252,Kepler-522 b,2.0,1.0,1.0,1.0,1,88.2107,88.21071,88.21072,Kepler-522,Lyr,F,Transit,2016
2253,Kepler-523 b,2.0,2.0,2.0,1.0,1,160.168,160.168,160.168,Kepler-523,Lyr,G,Transit,2016
2254,Kepler-524 b,2.0,2.0,2.0,1.0,1,219.8413,219.8414,219.8414,Kepler-524,Cyg,F,Transit,2016
2255,Kepler-524 c,2.0,4.0,2.0,3.0,1,1499.878,1499.878,1499.878,Kepler-524,Cyg,F,Transit,2016
2256,Kepler-525 b,2.0,3.0,1.0,1.0,1,62.39915,62.39917,62.39918,Kepler-525,Cyg,G,Transit,2016
2257,Kepler-526 b,2.0,2.0,2.0,1.0,1,348.4107,348.4107,348.4108,Kepler-526,Cyg,G,Transit,2016
2258,Kepler-527 b,2.0,3.0,1.0,1.0,1,221.1882,221.1882,221.1883,Kepler-527,Cyg,F,Transit,2016
2259,Kepler-528 b,2.0,2.0,2.0,1.0,1,55.59299,55.593,55.593,Kepler-528,Cyg,G,Transit,2016
2260,Kepler-529 b,2.0,2.0,2.0,1.0,1,1607.112,1607.113,1607.113,Kepler-529,Dra,F,Transit,2016
2261,Kepler-529 c,2.0,2.0,2.0,1.0,1,133.0043,133.0043,133.0043,Kepler-529,Dra,F,Transit,2016
2262,Kepler-530 b,2.0,3.0,1.0,1.0,1,14.92997,14.92997,14.92997,Kepler-530,Dra,G,Transit,2016
2263,Kepler-531 b,2.0,3.0,1.0,1.0,1,9.615297,9.615298,9.615299,Kepler-531,Dra,K,Transit,2016
2264,Kepler-532 b,2.0,3.0,1.0,1.0,1,38.4486,38.4486,38.4486,Kepler-532,Cyg,K,Transit,2016
2265,Kepler-533 b,2.0,3.0,1.0,1.0,1,8.436252,8.436254,8.436255,Kepler-533,Cyg,K,Transit,2016
2266,Kepler-534 b,2.0,2.0,2.0,1.0,1,64.98985,64.98985,64.98986,Kepler-534,Cyg,G,Transit,2016
2267,Kepler-535 b,2.0,2.0,2.0,1.0,1,571.1627,571.1628,571.1629,Kepler-535,Cyg,F,Transit,2016
2268,Kepler-536 b,2.0,3.0,1.0,3.0,1,818.0805,818.0806,818.0806,Kepler-536,Cyg,G,Transit,2016
2269,Kepler-537 b,2.0,4.0,2.0,1.0,1,503.5829,503.5829,503.5829,Kepler-537,Cyg,G,Transit,2016
2270,Kepler-538 b,2.0,2.0,2.0,1.0,1,5.603653,5.603654,5.603655,Kepler-538,Cyg,G,Transit,2016
2271,Kepler-539 b,2.0,4.0,1.0,3.0,1,1.932744,4.05425,10.03279,Kepler-539,Cyg,G2 V,Transit,2016
2272,Kepler-539 c,1.0,4.0,2.0,1.0,1,0.1044352,0.2712397,0.9396011,Kepler-539,Cyg,G2 V,Transit,2016
2273,Kepler-540 b,2.0,3.0,1.0,1.0,1,3.505995,3.505995,3.505995,Kepler-540,Cyg,G,Transit,2016
2274,Kepler-541 b,2.0,3.0,1.0,1.0,1,1309.126,1309.126,1309.127,Kepler-541,Cyg,F,Transit,2016
2275,Kepler-542 b,2.0,2.0,2.0,1.0,1,59.88676,59.88677,59.88678,Kepler-542,Cyg,G,Transit,2016
2276,Kepler-543 b,2.0,2.0,2.0,2.0,1,19.00745,19.00745,19.00745,Kepler-543,Lyr,K,Transit,2016
2277,Kepler-544 b,2.0,2.0,2.0,1.0,1,78.80303,78.80304,78.80305,Kepler-544,Cyg,F,Transit,2016
2278,Kepler-545 b,2.0,3.0,1.0,1.0,1,99.79844,99.79844,99.79845,Kepler-545,Lyr,G,Transit,2016
2279,Kepler-546 b,2.0,1.0,1.0,1.0,1,550.0815,550.0815,550.0817,Kepler-546,Lyr,G,Transit,2016
2280,Kepler-547 b,2.0,3.0,1.0,1.0,1,73.28011,73.28012,73.28014,Kepler-547,Lyr,K,Transit,2016
2281,Kepler-548 b,2.0,1.0,,,1,255.1597,255.1597,255.1597,Kepler-548,Cyg,G,Transit,2016
2282,Kepler-549 b,2.0,3.0,1.0,1.0,1,9.881472,9.881474,9.881474,Kepler-549,Lyr,G,Transit,2016
2283,Kepler-549 c,2.0,3.0,1.0,1.0,1,2.596082,2.596082,2.596083,Kepler-549,Lyr,G,Transit,2016
2284,Kepler-550 b,2.0,3.0,1.0,1.0,1,80.65696,80.65697,80.65699,Kepler-550,Cyg,G,Transit,2016
2285,Kepler-551 b,2.0,3.0,1.0,1.0,1,14.61131,14.61132,14.61132,Kepler-551,Dra,K,Transit,2016
2286,Kepler-552 b,2.0,3.0,1.0,1.0,1,320.7515,320.7515,320.7516,Kepler-552,Cyg,G,Transit,2016
2287,Kepler-553 b,2.0,3.0,1.0,1.0,1,214.6015,214.6015,214.6015,Kepler-553,Cyg,K,Transit,2016
2288,Kepler-553 c,3.0,1.0,1.0,2.0,1,0.607927,0.6079271,0.6079271,Kepler-553,Cyg,K,Transit,2016
2289,Kepler-554 b,2.0,3.0,1.0,1.0,1,777.5764,777.5764,777.5766,Kepler-554,Cyg,G,Transit,2016
2290,Kepler-555 b,2.0,3.0,1.0,1.0,1,73.06322,73.06322,73.06323,Kepler-555,Lyr,G,Transit,2016
2291,Kepler-556 b,2.0,2.0,2.0,1.0,1,91.74644,91.74646,91.74648,Kepler-556,Lyr,G,Transit,2016
2292,Kepler-557 b,2.0,3.0,1.0,3.0,1,695.3679,695.368,695.3682,Kepler-557,Cyg,F,Transit,2016
2293,Kepler-558 b,2.0,2.0,2.0,1.0,1,14.51647,14.51647,14.51647,Kepler-558,Lyr,K,Transit,2016
2294,Kepler-559 b,2.0,3.0,1.0,1.0,1,47.74168,47.74169,47.74169,Kepler-559,Cyg,G,Transit,2016
2295,Kepler-560 b,2.0,2.0,2.0,1.0,1,1.714869,1.714869,1.714869,Kepler-560,Cyg,M,Transit,2016
2296,Kepler-561 b,2.0,1.0,1.0,2.0,1,9.551429,9.551429,9.551431,Kepler-561,Cyg,G,Transit,2016
2297,Kepler-561 c,2.0,3.0,1.0,3.0,1,231.0751,231.0751,231.0752,Kepler-561,Cyg,G,Transit,2016
2298,Kepler-562 b,2.0,3.0,1.0,1.0,1,40.7709,40.7709,40.77092,Kepler-562,Cyg,G,Transit,2016
2299,Kepler-563 b,2.0,3.0,1.0,1.0,1,17.03692,17.03692,17.03693,Kepler-563,Cyg,K,Transit,2016
2300,Kepler-564 b,2.0,3.0,1.0,1.0,1,352.8521,352.8521,352.8522,Kepler-564,Cyg,G,Transit,2016
2301,Kepler-565 b,2.0,3.0,1.0,1.0,1,337.5215,337.5216,337.5216,Kepler-565,Lyr,G,Transit,2016
2302,Kepler-566 b,2.0,2.0,2.0,1.0,1,23.60026,23.60026,23.60027,Kepler-566,Cyg,K,Transit,2016
2303,Kepler-567 b,2.0,2.0,2.0,1.0,1,27.3742,27.3742,27.3742,Kepler-567,Cyg,K,Transit,2016
2304,Kepler-568 b,2.0,2.0,2.0,1.0,1,8.057486,8.057486,8.057487,Kepler-568,Cyg,M,Transit,2016
2305,Kepler-569 b,2.0,3.0,1.0,1.0,1,18.8025,18.8025,18.80251,Kepler-569,Dra,G,Transit,2016
2306,Kepler-570 b,2.0,2.0,2.0,1.0,1,259.8397,259.8397,259.8398,Kepler-570,Cyg,G,Transit,2016
2307,Kepler-571 b,2.0,3.0,1.0,3.0,1,229.706,229.706,229.706,Kepler-571,Dra,G,Transit,2016
2308,Kepler-572 b,2.0,3.0,1.0,1.0,1,27.51332,27.51332,27.51332,Kepler-572,Cyg,K,Transit,2016
2309,Kepler-573 b,2.0,3.0,1.0,1.0,1,42.92813,42.92813,42.92814,Kepler-573,Cyg,G,Transit,2016
2310,Kepler-574 b,2.0,2.0,2.0,1.0,1,131.9452,131.9453,131.9453,Kepler-574,Cyg,G,Transit,2016
2311,Kepler-575 b,2.0,2.0,2.0,1.0,1,116.0052,116.0052,116.0052,Kepler-575,Lyr,G,Transit,2016
2312,Kepler-576 b,2.0,3.0,1.0,1.0,1,24.74498,24.74498,24.74499,Kepler-576,Cyg,G,Transit,2016
2313,Kepler-577 b,2.0,2.0,1.0,1.0,1,11.9936,11.9936,11.9936,Kepler-577,Cyg,K,Transit,2016
2314,Kepler-578 b,2.0,2.0,2.0,1.0,1,755.6506,755.6508,755.6509,Kepler-578,Lyr,G,Transit,2016
2315,Kepler-579 b,2.0,2.0,2.0,1.0,1,106.5099,106.51,106.51,Kepler-579,Cyg,G,Transit,2016
2316,Kepler-580 b,2.0,3.0,1.0,1.0,1,25.77787,25.77787,25.77787,Kepler-580,Lyr,K,Transit,2016
2317,Kepler-581 b,2.0,3.0,1.0,1.0,1,18.63696,18.63696,18.63696,Kepler-581,Cyg,G,Transit,2016
2318,Kepler-582 b,2.0,3.0,1.0,1.0,1,39.91998,39.91999,39.91999,Kepler-582,Cyg,G,Transit,2016
2319,Kepler-583 b,2.0,2.0,2.0,1.0,1,154.8073,154.8074,154.8074,Kepler-583,Lyr,G,Transit,2016
2320,Kepler-584 b,2.0,3.0,1.0,1.0,1,41.46457,41.46457,41.46458,Kepler-584,Lyr,F,Transit,2016
2321,Kepler-585 b,2.0,3.0,1.0,3.0,1,528.3983,528.3984,528.3985,Kepler-585,Lyr,G,Transit,2016
2322,Kepler-586 b,2.0,3.0,1.0,3.0,1,740.311,740.3111,740.3112,Kepler-586,Cyg,G,Transit,2016
2323,Kepler-587 b,2.0,2.0,2.0,1.0,1,76.60901,76.60902,76.60903,Kepler-587,Cyg,G,Transit,2016
2324,Kepler-588 b,2.0,3.0,1.0,3.0,1,395.5309,395.5309,395.531,Kepler-588,Dra,G,Transit,2016
2325,Kepler-589 b,2.0,2.0,2.0,1.0,1,32.7928,32.79281,32.79281,Kepler-589,Dra,K,Transit,2016
2326,Kepler-590 b,2.0,3.0,1.0,1.0,1,357.3622,357.3623,357.3623,Kepler-590,Cyg,F,Transit,2016
2327,Kepler-591 b,2.0,3.0,1.0,1.0,1,6.245456,6.245457,6.245458,Kepler-591,Dra,G,Transit,2016
2328,Kepler-592 b,2.0,2.0,2.0,1.0,1,757.6031,757.6033,757.6034,Kepler-592,Dra,G,Transit,2016
2329,Kepler-593 b,2.0,3.0,1.0,1.0,1,58.14111,58.14112,58.14113,Kepler-593,Cyg,G,Transit,2016
2330,Kepler-594 b,2.0,2.0,2.0,1.0,1,52.4292,52.4292,52.42921,Kepler-594,Cyg,G,Transit,2016
